# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_FRAME_SHIFT+START_LOST	variants_effect_FRAME_SHIFT+STOP_GAINED	variants_effect_FRAME_SHIFT+STOP_LOST	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_SPLICE_SITE_ACCEPTOR+INTRON	variants_effect_SPLICE_SITE_DONOR+INTRON	variants_effect_START_LOST+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_START_LOST+CODON_INSERTION	variants_effect_STOP_GAINED	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_STOP_GAINED+CODON_INSERTION	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
PF3D7_1115100	PF3D7_1115100	PF3D7_1115100.1		0	0	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	1	0	155	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1115800	PF3D7_1115800	PF3D7_1115800.1		0	0	0	21	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1116100	PF3D7_1116100	PF3D7_1116100.1		0	0	1	10	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	1	0	5493	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1117000	PF3D7_1117000	PF3D7_1117000.1		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1117200	PF3D7_1117200	PF3D7_1117200.1		2	0	4	13	0	0	1	2	6	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	6	0	5321	2	0	193	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1117300	PF3D7_1117300	PF3D7_1117300.1		0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1117400	PF3D7_1117400	PF3D7_1117400.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1117500	PF3D7_1117500	PF3D7_1117500.1		0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1117900	PF3D7_1117900	PF3D7_1117900.1		0	0	5	15	0	0	0	0	4	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	9	4	0	5000	5	0	4126	2	0	114	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_1118000	PF3D7_1118000	PF3D7_1118000.1		0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1118100	PF3D7_1118100	PF3D7_1118100.1		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1118200	PF3D7_1118200	PF3D7_1118200.1		0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1118300	PF3D7_1118300	PF3D7_1118300.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1118400	PF3D7_1118400	PF3D7_1118400.1		0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1118500	PF3D7_1118500	PF3D7_1118500.1		2	0	0	6	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5000	2	0	1785	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1118900	PF3D7_1118900	PF3D7_1118900.1		0	0	0	14	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	0	0	0	4	0	162	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1119000	PF3D7_1119000	PF3D7_1119000.1		0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1119100	PF3D7_1119100	PF3D7_1119100.1		0	0	0	18	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	5000	0	0	0	2	0	93	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1119200	PF3D7_1119200	PF3D7_1119200.1		0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1119400	PF3D7_1119400	PF3D7_1119400.1		0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1119500	PF3D7_1119500	PF3D7_1119500.1		0	0	0	8	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	0	0	0	1	0	206	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1119600	PF3D7_1119600	PF3D7_1119600.1		0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1119700	PF3D7_1119700	PF3D7_1119700.1		0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1119900	PF3D7_1119900	PF3D7_1119900.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1120000	PF3D7_1120000	PF3D7_1120000.1		0	0	0	6	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	2	0	510	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1120200	PF3D7_1120200	PF3D7_1120200.1		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1120300	PF3D7_1120300	PF3D7_1120300.1		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1120400	PF3D7_1120400	PF3D7_1120400.1		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1120500	PF3D7_1120500	PF3D7_1120500.1		0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1120600	PF3D7_1120600	PF3D7_1120600.1		0	4	13	5	0	0	1	0	1	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	4	0	2	1	0	5000	17	0	7072	2	0	184	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1120700	PF3D7_1120700	PF3D7_1120700.1		0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1120800	PF3D7_1120800	PF3D7_1120800.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1121100	PF3D7_1121100	PF3D7_1121100.1		0	0	1	5	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	1	0	3193	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1121200	PF3D7_1121200	PF3D7_1121200.1		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1121400	PF3D7_1121400	PF3D7_1121400.1		0	0	0	7	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	2	0	332	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1121500	PF3D7_1121500	PF3D7_1121500.1		0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1121800	PF3D7_1121800	PF3D7_1121800.1		0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1121900	PF3D7_1121900	PF3D7_1121900.1		0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1122000	PF3D7_1122000	PF3D7_1122000.1		0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	1	0	136	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1122200	PF3D7_1122200	PF3D7_1122200.1		0	0	0	8	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	0	0	0	1	0	155	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1122300	PF3D7_1122300	PF3D7_1122300.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1122400	PF3D7_1122400	PF3D7_1122400.1		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1122500	PF3D7_1122500	PF3D7_1122500.1		0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1122600	PF3D7_1122600	PF3D7_1122600.1		0	0	0	10	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	5000	0	0	0	2	0	126	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1122700	PF3D7_1122700	PF3D7_1122700.1		0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1122900	PF3D7_1122900	PF3D7_1122900.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1123000	PF3D7_1123000	PF3D7_1123000.1		1	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5000	1	0	7404	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1123300	PF3D7_1123300	PF3D7_1123300.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1123400	PF3D7_1123400	PF3D7_1123400.1		0	0	0	6	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5000	0	0	0	1	0	129	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1123500	PF3D7_1123500	PF3D7_1123500.1		0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1123600	PF3D7_1123600	PF3D7_1123600.1		0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1123700	PF3D7_1123700	PF3D7_1123700.1		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1123800	PF3D7_1123800	PF3D7_1123800.1		0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1123900	PF3D7_1123900	PF3D7_1123900.1		0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1124100	PF3D7_1124100	PF3D7_1124100.1		0	0	1	16	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	5000	1	0	4962	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1124200	PF3D7_1124200	PF3D7_1124200.1		0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1124300	PF3D7_1124300	PF3D7_1124300.1		0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1124800	PF3D7_1124800	PF3D7_1124800.1		0	0	0	20	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	5000	0	0	0	1	0	223	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1124900	PF3D7_1124900	PF3D7_1124900.1		0	0	0	14	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	5000	0	0	0	1	0	236	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1125000	PF3D7_1125000	PF3D7_1125000.1		0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1125100	PF3D7_1125100	PF3D7_1125100.1		0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1125200	PF3D7_1125200	PF3D7_1125200.1		0	0	0	8	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	1	0	134	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1125600	PF3D7_1125600	PF3D7_1125600.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1125700	PF3D7_1125700	PF3D7_1125700.1		0	0	0	14	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	0	0	0	3	0	133	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1125800	PF3D7_1125800	PF3D7_1125800.1		0	0	0	20	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	5000	0	0	0	1	0	235	0	0	0	0	0	0	0	0	0	13	0	5000
PF3D7_1125900	PF3D7_1125900	PF3D7_1125900.1		0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1126200	PF3D7_1126200	PF3D7_1126200.1		0	0	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1126300	PF3D7_1126300	PF3D7_1126300.1		0	0	0	17	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	5000	0	0	0	2	0	205	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1126400	PF3D7_1126400	PF3D7_1126400.1		0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5000
PF3D7_1126500	PF3D7_1126500	PF3D7_1126500.1		0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1126600	PF3D7_1126600	PF3D7_1126600.1		0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1126800	PF3D7_1126800	PF3D7_1126800.1		1	0	0	28	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	5000	1	0	2745	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1127000	PF3D7_1127000	PF3D7_1127000.1		0	0	0	29	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	19	0	5000	0	0	0	2	0	136	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1127200	PF3D7_1127200	PF3D7_1127200.1		0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1127300	PF3D7_1127300	PF3D7_1127300.1		0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1127400	PF3D7_1127400	PF3D7_1127400.1		0	0	0	9	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	0	0	0	1	0	159	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1127500	PF3D7_1127500	PF3D7_1127500.1		0	0	0	10	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	1	0	166	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1127600	PF3D7_1127600	PF3D7_1127600.1		0	0	0	7	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5000	0	0	0	3	0	149	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1127700	PF3D7_1127700	PF3D7_1127700.1		0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1127800	PF3D7_1127800	PF3D7_1127800.1		1	0	1	11	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5000	2	0	4263	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1127900	PF3D7_1127900	PF3D7_1127900.1		0	0	0	10	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	5000	0	0	0	1	0	210	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1128000	PF3D7_1128000	PF3D7_1128000.1		0	1	0	14	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	7	6	0	5000	1	0	158	1	0	158	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1128000	PF3D7_1128000	PF3D7_1128000.2		0	0	0	15	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	5000	0	0	0	2	0	197	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1128100	PF3D7_1128100	PF3D7_1128100.1		0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1128500	PF3D7_1128500	PF3D7_1128500.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1128900	PF3D7_1128900	PF3D7_1128900.1		0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_1129300	PF3D7_1129300	PF3D7_1129300.1		0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1129400	PF3D7_1129400	PF3D7_1129400.1		0	0	1	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	5000	1	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1129500	PF3D7_1129500	PF3D7_1129500.1		0	0	0	17	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	5000	0	0	0	2	0	150	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1129600	PF3D7_1129600	PF3D7_1129600.1		4	1	3	11	0	0	0	1	4	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	7	4	0	5000	8	0	4017	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1129700	PF3D7_1129700	PF3D7_1129700.1		0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1129800	PF3D7_1129800	PF3D7_1129800.1		1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	1	0	849	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1129900	PF3D7_1129900	PF3D7_1129900.1		0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1130300	PF3D7_1130300	PF3D7_1130300.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1130310	PF3D7_1130310	PF3D7_1130310.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1130500	PF3D7_1130500	PF3D7_1130500.1		0	0	0	11	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	0	0	0	1	0	221	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1130600	PF3D7_1130600	PF3D7_1130600.1		0	0	2	5	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5000	2	0	2189	2	0	92	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1130700	PF3D7_1130700	PF3D7_1130700.1		0	0	0	50	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	5000
PF3D7_1130800	PF3D7_1130800	PF3D7_1130800.1		0	0	0	45	0	0	0	0	36	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	36	0	5000	0	0	0	5	0	435	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1130900	PF3D7_1130900	PF3D7_1130900.1		1	0	0	46	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	5000	1	0	3951	0	0	0	0	0	0	0	0	0	0	0	0	44	0	5000
